comuna,op_ci,tip_op_sup,tip_op_seg_ca,tip_op_seg_vd,op_cr,largo_m,id_2
PROVIDENCIA,1,0,1,0,0,92.4139812001,1762
PROVIDENCIA,1,0,1,0,0,98.1181439879,1764
PROVIDENCIA,1,0,1,0,0,113.805979688,1766
PROVIDENCIA,1,0,1,0,0,109.375863093,1768
PROVIDENCIA,1,0,1,0,0,116.547096708,1770
PROVIDENCIA,1,0,1,0,0,142.155598285,1772
PROVIDENCIA,1,0,1,0,0,86.6342657538,1774
PROVIDENCIA,1,0,1,0,0,79.5657830094,1776
PROVIDENCIA,1,0,1,0,0,59.1438571349,1778
PROVIDENCIA,0,0,0,0,0,36.3325737694,1750
PROVIDENCIA,0,0,0,0,0,20.1130674247,1755
PROVIDENCIA,0,0,0,0,0,17.3743022703,1757
PROVIDENCIA,0,0,0,0,0,12.8931007233,1759
PROVIDENCIA,0,0,0,0,0,16.7102756558,1761
PROVIDENCIA,0,0,0,0,0,27.209730439,1763
PROVIDENCIA,0,0,0,0,0,14.9857580014,1767
PROVIDENCIA,0,0,0,0,0,12.1556431288,1765
PROVIDENCIA,0,0,0,0,0,11.3202342081,1771
PROVIDENCIA,0,0,0,0,0,12.6664963634,1769
PROVIDENCIA,0,0,0,0,0,29.4457056471,1773
PROVIDENCIA,0,0,0,0,0,10.8395625961,1775
PROVIDENCIA,0,0,0,0,0,13.0982032241,1777
ÑUÑOA,0,0,0,0,0,89.2450651335,1826
ÑUÑOA,0,0,0,0,1,17.8338839058,1827
ÑUÑOA,0,0,0,0,0,75.4089825681,1828
ÑUÑOA,0,0,0,0,0,12.9848283256,1829
ÑUÑOA,0,0,0,0,0,40.8009116923,1830
ÑUÑOA,0,0,0,0,1,13.5777872647,1831
ÑUÑOA,0,0,0,0,1,18.3892328653,1833
ÑUÑOA,0,0,0,0,0,14.7625747139,1835
ÑUÑOA,0,0,0,0,1,14.7578861413,1837
ÑUÑOA,0,0,0,0,0,74.5773054114,1838
ÑUÑOA,0,0,0,0,0,9.27772834222,1839
ÑUÑOA,0,0,0,0,0,71.7369300261,1840
ÑUÑOA,0,0,0,0,1,10.7330791081,1841
ÑUÑOA,0,0,0,0,1,39.6846248113,1843
ÑUÑOA,0,0,0,0,0,166.240241201,1844
ÑUÑOA,0,0,0,0,1,23.8192011405,1845
ÑUÑOA,1,0,0,1,0,221.335793766,1846
ÑUÑOA,1,1,0,1,0,126.208995725,1849
ÑUÑOA,0,0,0,0,0,171.840207654,1856
ÑUÑOA,0,0,0,0,0,73.833241865,1858
ÑUÑOA,0,0,0,0,0,166.175662911,1860
ÑUÑOA,0,0,0,0,0,104.877458432,1862
ÑUÑOA,0,0,0,0,0,100.982132244,1866
ÑUÑOA,1,0,0,1,0,135.691575654,1868
ÑUÑOA,1,0,0,1,0,124.615963951,1864
ÑUÑOA,0,0,0,0,0,89.2990516522,1872
ÑUÑOA,0,0,0,0,0,72.0389761271,1874
ÑUÑOA,0,0,0,0,0,75.2926725643,1876
ÑUÑOA,0,0,0,0,0,84.3479479537,1870
ÑUÑOA,1,0,0,1,0,90.2522681055,1878
ÑUÑOA,1,0,0,1,0,148.561670647,1880
ÑUÑOA,0,0,0,0,0,104.40262419,1884
ÑUÑOA,0,0,0,0,0,1.85889533131,1885
ÑUÑOA,0,0,0,0,0,3.34886099126,1886
ÑUÑOA,0,0,0,0,0,78.8619798904,1882
ÑUÑOA,0,0,0,0,1,13.2318458954,1857
ÑUÑOA,0,0,0,0,1,15.4923289883,1859
ÑUÑOA,0,0,0,0,0,10.7156999996,1861
ÑUÑOA,0,0,0,0,1,12.5676999995,1863
ÑUÑOA,0,0,0,0,1,11.4047518212,1865
ÑUÑOA,0,0,0,0,1,10.0620270265,1867
ÑUÑOA,0,0,0,0,1,12.045137617,1869
ÑUÑOA,0,0,0,0,0,11.9070350204,1871
ÑUÑOA,0,0,0,0,0,12.4529817887,1873
ÑUÑOA,0,0,0,0,0,11.4147302028,1875
ÑUÑOA,0,0,0,0,1,11.1156497528,1877
ÑUÑOA,0,0,0,0,1,13.3719757284,1879
ÑUÑOA,0,0,0,0,1,13.403345894,1881
ÑUÑOA,0,0,0,0,1,12.6371441504,1883
ÑUÑOA,0,0,0,0,0,149.923478154,1832
ÑUÑOA,0,0,0,0,0,136.876504466,1834
ÑUÑOA,0,0,0,0,0,123.895861335,1836
ÑUÑOA,0,0,0,0,0,213.005447961,1842
ÑUÑOA,0,0,0,0,0,13.7705438132,1892
ÑUÑOA,1,1,1,0,0,60.7748665633,1887
ÑUÑOA,0,0,0,0,0,10.8961995007,1888
ÑUÑOA,1,1,1,0,0,45.7608709687,1889
ÑUÑOA,0,0,0,0,1,12.658071482,1890
ÑUÑOA,1,1,1,0,0,124.037357961,1891
ÑUÑOA,1,1,1,0,0,114.12941479,1893
ÑUÑOA,1,1,0,1,0,76.0882332089,1901
ÑUÑOA,0,0,0,0,1,18.1126833496,1902
ÑUÑOA,1,1,0,1,0,130.75580397,1896
ÑUÑOA,0,0,0,0,1,16.8380367956,1897
ÑUÑOA,1,1,0,1,0,124.358962376,1898
ÑUÑOA,0,0,0,0,1,12.8381579194,1899
ÑUÑOA,1,1,0,1,0,61.2239453847,1903
ÑUÑOA,0,0,0,0,1,16.1372968947,1904
ÑUÑOA,1,1,0,1,0,172.007585327,1905
ÑUÑOA,0,0,0,0,1,13.6895567738,1906
ÑUÑOA,1,1,0,1,0,166.328926659,1907
ÑUÑOA,1,0,0,1,0,116.323477519,1908
ÑUÑOA,1,0,0,1,0,162.726811995,1910
ÑUÑOA,1,0,0,1,0,161.053187907,1912
ÑUÑOA,1,0,0,1,0,95.0173997517,1914
ÑUÑOA,0,0,0,0,1,17.2953929881,1909
ÑUÑOA,0,0,0,0,1,21.0083156256,1911
ÑUÑOA,0,0,0,0,1,33.1806009582,1913
ÑUÑOA,1,1,0,0,0,101.107512599,1099
ÑUÑOA,1,1,0,0,0,94.3257830594,1101
ÑUÑOA,1,1,0,1,0,56.9682782477,1108
ÑUÑOA,1,1,0,1,0,37.1112350522,1110
ÑUÑOA,1,1,0,1,0,38.6997601086,1112
ÑUÑOA,1,1,0,1,0,31.5241643791,1114
ÑUÑOA,1,1,0,1,0,34.5179303181,1116
ÑUÑOA,1,1,0,1,0,249.692648072,1118
ÑUÑOA,1,0,1,0,0,326.314573732,1103
ÑUÑOA,1,0,1,0,0,97.9668376551,1105
ÑUÑOA,0,0,0,0,1,12.2047428528,1100
ÑUÑOA,0,0,0,0,0,15.5414617232,1102
ÑUÑOA,0,0,0,0,0,20.0860778599,1104
ÑUÑOA,0,0,0,0,0,14.7864472791,1106
ÑUÑOA,0,0,0,0,0,15.3338812081,1107
ÑUÑOA,0,0,0,0,1,10.8508847565,1109
ÑUÑOA,0,0,0,0,1,9.59070596406,1111
ÑUÑOA,0,0,0,0,1,10.77837478,1113
ÑUÑOA,0,0,0,0,1,10.8695484728,1115
ÑUÑOA,0,0,0,0,0,20.1629087467,1117
ÑUÑOA,0,0,0,0,0,14.5737343481,1973
ÑUÑOA,0,0,0,0,0,11.5367416022,1975
ÑUÑOA,0,0,0,0,1,15.3381432541,1977
ÑUÑOA,0,0,0,0,1,20.3664222602,1978
ÑUÑOA,0,0,0,0,0,12.6038954458,1986
ÑUÑOA,0,0,0,0,0,106.445825953,1987
ÑUÑOA,0,0,0,0,1,10.7993688059,1988
ÑUÑOA,0,0,0,0,0,98.135723023,1989
ÑUÑOA,0,0,0,0,0,87.0746658814,1981
ÑUÑOA,0,0,0,0,0,105.336309165,1985
ÑUÑOA,0,0,0,0,0,13.3718807538,1984
ÑUÑOA,0,0,0,0,0,95.6409088273,1983
ÑUÑOA,0,0,0,0,1,14.8503330689,1982
ÑUÑOA,0,0,0,0,0,127.108260247,1979
ÑUÑOA,0,0,0,0,1,12.7509686449,1980
ÑUÑOA,0,0,0,0,0,256.695774595,1976
ÑUÑOA,0,0,0,0,0,162.267752955,1974
ÑUÑOA,0,0,0,0,0,198.25971447,1972
ÑUÑOA,0,0,0,0,0,94.8738299062,1964
ÑUÑOA,0,0,0,0,1,18.794061627,1965
ÑUÑOA,0,0,0,0,0,171.945485237,1966
ÑUÑOA,0,0,0,0,0,10.2294753939,1967
ÑUÑOA,0,0,0,0,0,125.237075926,1968
ÑUÑOA,0,0,0,0,1,14.9874732039,1969
ÑUÑOA,0,0,0,0,0,180.647704797,1970
ÑUÑOA,0,0,0,0,1,15.4571618361,1971
ÑUÑOA,0,0,0,0,0,123.972738535,1956
ÑUÑOA,0,0,0,0,0,13.2230809341,1957
ÑUÑOA,0,0,0,0,0,54.5151869526,1958
ÑUÑOA,0,0,0,0,0,7.61086457633,1959
ÑUÑOA,0,0,0,0,0,56.2175538108,1960
ÑUÑOA,0,0,0,0,0,13.2493200009,1961
ÑUÑOA,0,0,0,0,0,54.1575664234,1962
ÑUÑOA,0,0,0,0,0,15.0650759175,1963
ÑUÑOA,0,0,0,0,0,92.2365285703,1922
ÑUÑOA,0,0,0,0,0,31.9741274903,1925
ÑUÑOA,0,0,0,0,0,12.4961871576,1926
ÑUÑOA,0,0,0,0,0,47.6514634838,1927
ÑUÑOA,0,0,0,0,1,8.70016467665,1928
ÑUÑOA,0,0,0,0,0,27.4278985857,1929
ÑUÑOA,0,0,0,0,1,7.86327580878,1930
ÑUÑOA,0,0,0,0,0,86.0699813956,1931
ÑUÑOA,0,0,0,0,0,13.4456986768,1932
ÑUÑOA,0,0,0,0,0,84.2200327453,1933
ÑUÑOA,0,0,0,0,0,11.5488634841,1934
ÑUÑOA,0,0,0,0,0,53.2137511903,1935
ÑUÑOA,0,0,0,0,0,9.39558494712,1936
ÑUÑOA,0,0,0,0,0,31.2387925741,1937
ÑUÑOA,0,0,0,0,0,10.9763092991,1938
ÑUÑOA,0,0,0,0,1,12.7448034798,1940
ÑUÑOA,0,0,0,0,0,92.1302199598,1941
ÑUÑOA,0,0,0,0,0,10.9227581394,1942
ÑUÑOA,0,0,0,0,0,70.1573969762,1943
ÑUÑOA,0,0,0,0,0,45.1248555787,1945
ÑUÑOA,0,0,0,0,1,10.6657592307,1946
ÑUÑOA,0,0,0,0,0,38.9722273039,1947
ÑUÑOA,0,0,0,0,0,11.3256940398,1944
ÑUÑOA,0,0,0,0,0,98.7668153893,1939
ÑUÑOA,0,0,0,0,1,7.45076331616,1948
ÑUÑOA,0,0,0,0,0,32.6696503873,1949
ÑUÑOA,0,0,0,0,1,8.91082759875,1950
ÑUÑOA,0,0,0,0,0,33.0809147328,1951
ÑUÑOA,0,0,0,0,0,13.2463818824,1952
ÑUÑOA,0,0,0,0,0,32.4728934027,1953
LA REINA,1,1,1,0,0,104.233018757,1992
LA REINA,0,0,0,0,0,9.85159830409,1993
LA REINA,1,1,1,0,0,375.41808335,1994
LA REINA,0,0,0,0,1,19.3259244379,1995
LA REINA,1,1,1,0,0,177.992933797,1996
LA REINA,0,0,0,0,0,11.2728831465,1998
LA REINA,0,0,0,0,0,9.4382354973000009,1997
LA REINA,1,0,0,1,0,108.213259313,2002
LA REINA,1,0,0,1,0,16.6257099759,2004
LA REINA,1,0,0,1,0,38.9620133124,2006
LA REINA,1,0,0,1,0,41.4440103477,2008
LA REINA,1,0,0,1,0,27.97355077,2010
LA REINA,1,0,0,1,0,18.3356309828,2012
LA REINA,1,0,0,1,0,42.8179067447,2014
LA REINA,1,0,0,1,0,34.8273451085,2016
LA REINA,1,0,0,1,0,20.1853108895,2018
LA REINA,1,0,0,1,0,144.035317749,2020
LA REINA,1,0,0,1,0,167.22473447,2023
LA REINA,1,0,0,1,0,288.603046003,2025
LA REINA,1,0,0,1,0,78.576535793,2027
LA REINA,1,0,0,1,0,127.72600835,2031
LA REINA,1,0,0,1,0,81.4333278897,2033
LA REINA,1,0,0,1,0,99.8093788641,2035
LA REINA,1,0,0,1,0,48.7047004966,2037
LA REINA,0,0,0,0,0,8.77225855817,2003
LA REINA,0,0,0,0,0,12.2472019128,2005
LA REINA,0,0,0,0,0,9.63095352472,2007
LA REINA,0,0,0,0,0,13.0510216463,2009
LA REINA,0,0,0,0,0,9.91493579692,2011
LA REINA,0,0,0,0,0,11.266568521,2013
LA REINA,0,0,0,0,0,16.0679199981,2015
LA REINA,0,0,0,0,0,10.5984228505,2017
LA REINA,0,0,0,0,0,5.69700412239,2019
LA REINA,0,0,0,0,1,12.3050810924,2021
LA REINA,0,0,0,0,1,18.5779444756,2022
LA REINA,0,0,0,0,1,24.9765725863,2024
LA REINA,0,0,0,0,1,24.9203343606,2026
LA REINA,0,0,0,0,0,26.4030474987,2030
LA REINA,0,0,0,0,1,12.9206071584,2032
LA REINA,0,0,0,0,1,11.7863432997,2034
LA REINA,0,0,0,0,1,15.0228052408,2036
LA REINA,1,0,1,0,0,348.82543619,2001
LA REINA,0,0,0,0,1,26.9783939707,1999
LA REINA,0,0,0,0,0,15.246308952,2000
LA REINA,1,0,0,1,0,32.3669484689,2038
LA REINA,1,0,0,1,0,83.9075769042,2040
LA REINA,1,0,0,1,0,30.0882710013,2042
LA REINA,1,0,0,1,0,56.5630442481,2044
LA REINA,1,0,0,1,0,113.144299512,2046
LA REINA,1,0,0,1,0,14.6053839327,2048
LA REINA,1,0,0,1,0,31.9008719268,2050
LA REINA,1,0,0,1,0,12.0724234467,2052
LA REINA,0,0,0,0,1,11.6552077497,2039
LA REINA,0,0,0,0,0,8.78483712371,2041
LA REINA,0,0,0,0,0,5.71499999985,2043
LA REINA,0,0,0,0,0,6.98580121708,2045
LA REINA,0,0,0,0,0,7.24633643785,2047
LA REINA,0,0,0,0,0,7.209144086,2049
LA REINA,0,0,0,0,0,7.2161307869,2051
LA REINA,0,0,0,0,0,6.88652299018,2053
LA REINA,0,0,0,0,0,9.79741952192,2054
ÑUÑOA,0,0,0,0,0,87.1303751375,4828
ÑUÑOA,0,0,0,0,0,17.9278508245,4829
ÑUÑOA,0,0,0,0,0,36.2084380519,4830
ÑUÑOA,0,0,0,0,0,17.5470065392,4831
ÑUÑOA,0,0,0,0,0,46.9489315891,4832
ÑUÑOA,1,1,0,0,0,91.5723219966,4833
ÑUÑOA,0,0,0,0,1,11.0699623355,4834
ÑUÑOA,1,1,0,0,0,60.3845114536,4835
ÑUÑOA,0,0,0,0,1,10.9195285173,4836
ÑUÑOA,1,1,0,0,0,51.244635378,4837
ÑUÑOA,0,0,0,0,0,11.6724515786,4838
ÑUÑOA,1,1,0,0,0,52.920245223,4839
ÑUÑOA,0,0,0,0,0,9.12048907667,4840
ÑUÑOA,1,1,0,0,0,78.3606284725,4841
ÑUÑOA,0,0,0,0,1,17.4458823201,4842
ÑUÑOA,1,1,0,0,0,67.9792451086,4843
ÑUÑOA,0,0,0,0,1,12.0744400572,4844
ÑUÑOA,0,0,0,0,0,100.264390731,4845
ÑUÑOA,0,0,0,0,1,10.5111203023,4846
ÑUÑOA,0,0,0,0,0,39.5552927946,4847
PEDRO AGUIRRE CERDA,0,0,0,0,0,119.797209829,2181
PEDRO AGUIRRE CERDA,0,0,0,0,0,13.2058628086,2182
PEDRO AGUIRRE CERDA,0,0,0,0,0,87.4943377426,2183
PEDRO AGUIRRE CERDA,0,0,0,0,1,11.9443350881,2186
PEDRO AGUIRRE CERDA,0,0,0,0,1,11.2891449494,2188
PEDRO AGUIRRE CERDA,0,0,0,0,1,10.2354204575,2196
PEDRO AGUIRRE CERDA,0,0,0,0,0,9.14166810555,2198
PEDRO AGUIRRE CERDA,0,0,0,0,0,9.19793339219,2200
PEDRO AGUIRRE CERDA,0,0,0,0,0,23.9461166256,2201
PEDRO AGUIRRE CERDA,0,0,0,0,0,8.44959534198,2202
PEDRO AGUIRRE CERDA,0,0,0,0,0,117.484233285,2203
PEDRO AGUIRRE CERDA,0,0,0,0,0,100.262887994,2205
PEDRO AGUIRRE CERDA,0,0,0,0,0,11.3025185992,2206
PEDRO AGUIRRE CERDA,0,0,0,0,0,22.8952505991,2207
PEDRO AGUIRRE CERDA,0,0,0,0,0,9.61067840784,2208
PEDRO AGUIRRE CERDA,0,0,0,0,0,13.0029873374,2209
PEDRO AGUIRRE CERDA,1,0,0,1,0,47.8674783359,2210
PEDRO AGUIRRE CERDA,1,0,0,1,0,11.2229306619,2212
PEDRO AGUIRRE CERDA,0,0,0,0,0,71.1912633767,2213
PEDRO AGUIRRE CERDA,0,0,0,0,0,132.530270481,2215
PEDRO AGUIRRE CERDA,0,0,0,0,0,12.2291799989,2216
PEDRO AGUIRRE CERDA,0,0,0,0,0,150.63867164,2217
PEDRO AGUIRRE CERDA,0,0,0,0,1,15.5981761899,2218
PEDRO AGUIRRE CERDA,0,0,0,0,0,144.817363585,2219
PEDRO AGUIRRE CERDA,0,0,0,0,0,433.785176998,2221
PEDRO AGUIRRE CERDA,0,0,0,0,0,562.850939278,2223
PEDRO AGUIRRE CERDA,0,0,0,0,0,12.8982260138,2224
PEDRO AGUIRRE CERDA,0,0,0,0,0,9.71157960354,2226
PEDRO AGUIRRE CERDA,0,0,0,0,0,94.735241748000007,2227
PEDRO AGUIRRE CERDA,0,0,0,0,0,68.873484985,2185
PEDRO AGUIRRE CERDA,0,0,0,0,0,103.810762869,2187
PEDRO AGUIRRE CERDA,0,0,0,0,0,150.168276197,2189
PEDRO AGUIRRE CERDA,0,0,0,0,0,156.424198325,2191
PEDRO AGUIRRE CERDA,0,0,0,0,0,105.032690347,2193
PEDRO AGUIRRE CERDA,0,0,0,0,0,71.6356170602,2195
PEDRO AGUIRRE CERDA,0,0,0,0,0,41.3603924361,2197
PEDRO AGUIRRE CERDA,0,0,0,0,0,62.1757121796,2199
SANTIAGO,0,0,0,0,0,482.067309833,2228
SAN BERNARDO,0,0,0,0,0,73.2686527688,2229
SAN BERNARDO,0,0,0,0,0,57.6986535587,2231
SAN BERNARDO,0,0,0,0,0,55.3552682419,2233
SAN BERNARDO,0,0,0,0,0,95.8153471167,2235
SAN BERNARDO,0,0,0,0,0,284.587993782,2237
SAN BERNARDO,0,0,0,0,0,387.72611563,2239
SAN BERNARDO,0,0,0,0,0,15.9091015742,2241
SAN BERNARDO,0,0,0,0,0,219.16106258,2243
SAN BERNARDO,0,0,0,0,1,7.96777138807,2232
SAN BERNARDO,0,0,0,0,1,6.54543018044,2230
SAN BERNARDO,0,0,0,0,0,14.6926333469,2234
SAN BERNARDO,0,0,0,0,1,14.3137993762,2236
SAN BERNARDO,0,0,0,0,0,23.1010779659,2238
SAN BERNARDO,0,0,0,0,1,27.5736829812,2240
SAN BERNARDO,0,0,0,0,1,10.7834296675,2242
SAN BERNARDO,0,0,0,0,1,12.4305450121,2245
SAN BERNARDO,0,0,0,0,0,100.39916029,2246
SAN BERNARDO,0,0,0,0,1,14.5989094335,2247
SAN BERNARDO,0,0,0,0,1,9.41509726061,2248
SAN BERNARDO,0,0,0,0,1,10.476283297,2255
SAN BERNARDO,1,1,0,0,0,338.00221002,2256
SAN BERNARDO,0,0,0,0,1,9.14447406689,2257
SAN BERNARDO,1,1,0,0,0,155.453944073,2258
SAN BERNARDO,1,1,0,0,0,114.845639646,2254
SAN BERNARDO,1,1,0,0,0,117.280070579,2252
SAN BERNARDO,0,0,0,0,1,13.7294978759,2253
SAN BERNARDO,0,0,0,0,1,12.2990811185,2251
SAN BERNARDO,1,1,0,0,0,111.923171514,2250
SAN BERNARDO,1,1,0,0,0,111.919731779,2249
SAN BERNARDO,1,1,0,0,0,93.2987943384,2244
SAN BERNARDO,0,0,0,0,0,106.476664634,2259
SAN BERNARDO,0,0,0,0,1,17.1024686368,2260
SAN BERNARDO,0,0,0,0,0,96.3613830208,2261
SAN BERNARDO,0,0,0,0,1,19.140012552,2262
SAN BERNARDO,0,0,0,0,0,122.133166521,2263
SAN BERNARDO,0,0,0,0,1,19.5103704988,2264
SAN BERNARDO,0,0,0,0,0,112.240539022,2265
SAN BERNARDO,0,0,0,0,1,16.5298728717,2266
SAN BERNARDO,0,0,0,0,0,106.069453086,2267
SAN BERNARDO,0,0,0,0,1,12.2413243637,2268
SAN BERNARDO,0,0,0,0,0,96.173975782,2269
SAN BERNARDO,0,0,0,0,1,13.861143168,2270
SAN BERNARDO,0,0,0,0,0,157.551297593,2271
SAN BERNARDO,1,1,0,1,0,157.993405433,2272
SAN BERNARDO,0,0,0,0,1,12.3294697772,2273
SAN BERNARDO,1,1,0,1,0,101.439831719,2274
SAN BERNARDO,1,1,0,1,0,315.532867621,2279
SAN BERNARDO,0,0,0,0,1,19.1399212226,2280
SAN BERNARDO,0,0,0,0,1,9.28116651496,2304
SAN BERNARDO,1,1,0,1,0,30.6140553329,2293
SAN BERNARDO,1,1,0,1,0,329.752656041,2295
SAN BERNARDO,1,1,0,1,0,66.6437187122,2287
SAN BERNARDO,1,1,0,1,0,60.4251820644,2289
SAN BERNARDO,1,1,0,1,0,47.542712921,2291
SAN BERNARDO,1,1,0,1,0,181.063376795,2297
SAN BERNARDO,1,1,0,1,0,89.6100357561,2301
SAN BERNARDO,1,1,0,0,0,77.1821638956,2303
SAN BERNARDO,1,1,0,0,0,59.8092434601,2305
SAN BERNARDO,0,0,0,0,1,15.7779981736,2288
SAN BERNARDO,0,0,0,0,1,13.356993405,2290
SAN BERNARDO,0,0,0,0,1,5.89089928941,2292
SAN BERNARDO,0,0,0,0,1,17.0426419082,2294
SAN BERNARDO,0,0,0,0,1,12.4534907306,2296
SAN BERNARDO,0,0,0,0,1,11.8627789752,2302
EL BOSQUE,0,0,0,0,0,5.72874212087,2316
EL BOSQUE,1,1,0,1,0,35.5985898249,2317
EL BOSQUE,0,0,0,0,0,7.72659836424,2318
EL BOSQUE,1,1,0,1,0,80.1744458872,2319
EL BOSQUE,0,0,0,0,1,11.8349012937,2320
EL BOSQUE,1,1,0,1,0,81.3994965557,2321
EL BOSQUE,0,0,0,0,1,9.65408329175,2322
EL BOSQUE,1,1,0,1,0,124.979525256,2323
EL BOSQUE,0,0,0,0,1,12.4955329533,2324
EL BOSQUE,1,1,0,1,0,117.912836335,2325
EL BOSQUE,1,1,0,1,0,53.2191948172,2329
EL BOSQUE,0,0,0,0,1,10.0932836098,2330
EL BOSQUE,1,1,0,1,0,67.2705877374,2331
EL BOSQUE,0,0,0,0,1,15.7617153537,2332
EL BOSQUE,1,1,0,0,0,36.1226135827,2333
EL BOSQUE,0,0,0,0,1,8.63436585825,2334
EL BOSQUE,1,1,0,1,0,44.1058628895,2335
EL BOSQUE,0,0,0,0,1,6.41716055099,2336
EL BOSQUE,1,1,0,1,0,45.7910021842,2337
EL BOSQUE,0,0,0,0,1,12.5314158431,2338
EL BOSQUE,1,1,0,1,0,272.611675238,2339
EL BOSQUE,0,0,0,0,1,17.7892594194,2340
EL BOSQUE,1,1,0,0,0,35.6823949268,2341
EL BOSQUE,0,0,0,0,1,11.9099690947,2342
EL BOSQUE,1,1,0,0,0,92.3118252645,2343
EL BOSQUE,0,0,0,0,1,13.4825883255,2344
EL BOSQUE,1,1,0,0,0,115.111433538,2345
EL BOSQUE,0,0,0,0,1,15.8178451126,2346
EL BOSQUE,1,1,0,0,0,122.485524933,2347
EL BOSQUE,0,0,0,0,1,15.9019286605,2348
EL BOSQUE,1,1,0,0,0,115.595399254,2349
EL BOSQUE,1,1,0,1,0,30.1402452454,2315
EL BOSQUE,0,0,0,0,1,6.61128321144,2314
EL BOSQUE,0,0,0,0,1,5.48356280608,2312
EL BOSQUE,1,1,0,0,0,17.0176007577,2353
EL BOSQUE,1,1,0,1,0,47.9579513602,2355
EL BOSQUE,1,1,0,1,0,89.2971679554,2357
EL BOSQUE,0,0,0,0,1,5.79392994916,2354
EL BOSQUE,0,0,0,0,1,6.12213878437,2356
EL BOSQUE,0,0,0,0,1,10.9437531374,2358
EL BOSQUE,1,1,0,1,0,16.111536374700002,2359
EL BOSQUE,1,1,0,1,0,92.8956989893,2360
EL BOSQUE,1,1,0,1,0,60.8143418416,2361
EL BOSQUE,0,0,0,0,1,14.0285129168,2362
EL BOSQUE,1,1,0,1,0,61.7813880955,2364
EL BOSQUE,1,1,0,1,0,98.5743237152,2371
EL BOSQUE,1,1,0,1,0,36.7590933572,2372
EL BOSQUE,0,0,0,0,1,13.9202726075,2373
EL BOSQUE,1,1,0,1,0,30.3511828835,2374
EL BOSQUE,1,1,0,1,0,11.3990870706,2376
EL BOSQUE,0,0,0,0,1,8.63426780046,2375
EL BOSQUE,0,0,0,0,0,153.515927818,2377
EL BOSQUE,0,0,0,0,1,13.2404337068,2378
EL BOSQUE,0,0,0,0,0,135.078517896,2379
EL BOSQUE,0,0,0,0,1,14.839748330800001,2380
EL BOSQUE,0,0,0,0,0,88.0001208005,2381
EL BOSQUE,0,0,0,0,1,16.0549550379,2382
EL BOSQUE,0,0,0,0,0,185.244278674,2383
EL BOSQUE,0,0,0,0,1,27.8892043315,2384
EL BOSQUE,0,0,0,0,0,119.106042631,2385
EL BOSQUE,0,0,0,0,1,8.62466678752,2386
EL BOSQUE,0,0,0,0,0,91.0061726513,2387
EL BOSQUE,0,0,0,0,0,20.2618220111,2388
EL BOSQUE,0,0,0,0,0,171.021138059,2389
EL BOSQUE,0,0,0,0,0,28.0157563883,2390
EL BOSQUE,0,0,0,0,0,198.440553533,2391
EL BOSQUE,0,0,0,0,1,22.3649641216,2392
EL BOSQUE,0,0,0,0,0,87.0541612912,2393
EL BOSQUE,0,0,0,0,1,9.14160906295,2394
EL BOSQUE,0,0,0,0,0,67.3468641972,2395
EL BOSQUE,0,0,0,0,1,12.447922755,2396
EL BOSQUE,0,0,0,0,0,91.9605162782,2397
SAN BERNARDO,0,0,0,0,0,172.183417375,2404
SAN BERNARDO,0,0,0,0,0,515.048812151,2402
SAN BERNARDO,0,0,0,0,0,265.159162778,2400
SAN BERNARDO,0,0,0,0,0,42.2392019712,2398
SAN BERNARDO,0,0,0,0,1,12.7555943246,2399
SAN BERNARDO,0,0,0,0,1,13.4667622927,2401
SAN BERNARDO,0,0,0,0,1,13.7091770907,2403
EL BOSQUE,0,0,0,0,0,70.5888336547,2448
EL BOSQUE,1,0,0,1,0,40.5668525306,2450
EL BOSQUE,0,0,0,0,0,41.7331846852,2452
EL BOSQUE,0,0,0,0,0,44.5004954255,2456
EL BOSQUE,0,0,0,0,0,44.3376920495,2458
EL BOSQUE,0,0,0,0,0,43.2234752641,2460
EL BOSQUE,0,0,0,0,0,41.2732320774,2462
EL BOSQUE,0,0,0,0,0,45.7225267536,2464
EL BOSQUE,0,0,0,0,0,87.3468078505,2466
EL BOSQUE,0,0,0,0,0,45.7823101444,2468
EL BOSQUE,0,0,0,0,0,43.9781426498,2470
EL BOSQUE,0,0,0,0,0,50.2557711212,2472
EL BOSQUE,0,0,0,0,0,44.4458288225,2474
EL BOSQUE,0,0,0,0,0,40.5646039875,2476
EL BOSQUE,0,0,0,0,0,47.9439495547,2478
EL BOSQUE,0,0,0,0,0,46.4013437503,2480
EL BOSQUE,0,0,0,0,0,45.0871006778,2482
EL BOSQUE,0,0,0,0,0,14.7714004375,2449
EL BOSQUE,0,0,0,0,0,12.5010431442,2451
EL BOSQUE,0,0,0,0,0,12.508049408,2453
EL BOSQUE,0,0,0,0,0,9.9646453151,2457
EL BOSQUE,0,0,0,0,0,10.9077497885,2459
EL BOSQUE,0,0,0,0,0,12.8316051141,2461
EL BOSQUE,0,0,0,0,0,9.43995365417,2463
EL BOSQUE,0,0,0,0,0,9.73963668545,2465
EL BOSQUE,0,0,0,0,0,8.28704022446,2467
EL BOSQUE,0,0,0,0,0,9.90505163788,2469
EL BOSQUE,0,0,0,0,0,8.20138792785,2471
EL BOSQUE,0,0,0,0,0,8.78877053067,2473
EL BOSQUE,0,0,0,0,0,11.2612769263,2475
EL BOSQUE,0,0,0,0,0,11.1136802952,2477
