comuna,id_2,tipo_inop,op_cr,op_ci,largo_m
PUENTE ALTO,4325,0,0,0,22.7876690768
PUENTE ALTO,4323,0,0,0,24.7904833633
PUENTE ALTO,4327,0,0,0,95.8347205924
PUENTE ALTO,4330,0,0,0,313.1407594
PUENTE ALTO,4326,0,0,0,6.24197998482
PUENTE ALTO,4324,0,0,0,5.40692999841
PUENTE ALTO,4322,0,0,0,5.24110325946
PUENTE ALTO,4320,0,0,0,7.14556477049
PUENTE ALTO,4314,0,1,0,7.34642962342
PUENTE ALTO,4312,0,0,0,5.45555906299
PUENTE ALTO,4310,0,0,0,5.66624621109
PUENTE ALTO,4308,0,0,0,6.44660823171
PUENTE ALTO,4306,0,0,0,6.13398905177
PUENTE ALTO,4304,0,0,0,7.04603222596
PUENTE ALTO,4302,0,0,0,7.85451621675
PUENTE ALTO,4300,0,0,0,7.0461291068
PUENTE ALTO,4298,0,0,0,8.39580728286
PUENTE ALTO,4296,0,0,0,20.6802338326
PUENTE ALTO,4294,0,0,0,7.59687219365
PUENTE ALTO,4292,0,0,0,7.48820450426
PUENTE ALTO,4290,0,0,0,10.4655242163
PUENTE ALTO,4288,0,0,0,9.65638551636
PUENTE ALTO,4286,0,0,0,10.8659218055
SANTIAGO,4368,0,0,0,119.523860648
SANTIAGO,4369,0,0,0,14.497994484
SANTIAGO,4370,0,0,0,68.3576917773
SANTIAGO,4371,0,0,0,14.4106731487
SANTIAGO,4372,0,0,0,93.8677253236
SANTIAGO,4373,0,0,0,19.6617749488
SANTIAGO,4374,0,0,0,84.2378841961
SANTIAGO,4375,0,0,0,14.5046960907
SANTIAGO,4376,0,0,0,129.059639056
SANTIAGO,4377,0,0,0,14.0499082004
SANTIAGO,4378,0,0,0,91.145909138
SANTIAGO,4379,0,0,0,13.3125706646
SANTIAGO,4380,0,0,0,236.085554503
SANTIAGO,4381,0,0,0,13.9848557001
SANTIAGO,4382,0,0,0,117.412294112
SANTIAGO,4383,0,0,0,14.4511949301
SANTIAGO,4384,0,0,0,101.218515401
SANTIAGO,4385,0,0,0,14.4544684061
SANTIAGO,4386,0,0,0,100.119132885
SANTIAGO,4387,0,0,0,12.9204507727
SANTIAGO,4388,0,0,0,182.432599929
SANTIAGO,4389,0,0,0,14.060049727000001
SANTIAGO,4390,0,0,0,69.8742300884
SANTIAGO,4391,0,0,0,25.6262555921
SANTIAGO,4392,0,0,0,79.1397550202
SANTIAGO,4393,0,0,0,15.7040812271
SANTIAGO,4394,0,0,0,160.990615688
SANTIAGO,4397,0,0,0,9.83971770759
SANTIAGO,4398,0,0,0,11.4498889456
SANTIAGO,4400,0,0,0,16.1513685663
SANTIAGO,4402,0,0,0,9.83847677594
SANTIAGO,4404,0,0,0,29.145970281
SANTIAGO,4406,0,0,0,13.8026569381
SANTIAGO,4408,0,0,0,12.4535888862
SANTIAGO,4411,0,0,0,9.83328096592
SANTIAGO,4413,0,0,0,13.5171447199
SANTIAGO,4415,0,0,0,16.1084032882
SANTIAGO,4417,0,0,0,22.900303616
SANTIAGO,4419,0,0,0,17.7217059321
SANTIAGO,4421,0,0,0,24.1113201181
SANTIAGO,4423,0,1,0,45.0950736793
SANTIAGO,4427,0,0,0,11.250186226
SANTIAGO,4429,0,0,0,14.1199927603
SANTIAGO,4431,0,0,0,14.580478448
SANTIAGO,4433,0,1,0,26.3872469055
SANTIAGO,4435,0,0,0,20.4343711867
SANTIAGO,4437,0,0,0,13.913795524
SANTIAGO,4439,0,0,0,14.9925009436
SANTIAGO,4441,0,0,0,10.883931071
SANTIAGO,4444,0,0,0,12.1170148855
SANTIAGO,4446,0,0,0,11.1226727741
SANTIAGO,4448,0,0,0,14.3368918894
SANTIAGO,4450,0,0,0,24.0698874781
SANTIAGO,4452,0,0,0,14.4465181981
SANTIAGO,4454,0,1,0,42.8396443173
SANTIAGO,4461,0,1,0,16.9539824616
SANTIAGO,4463,0,1,0,17.8397494634
SANTIAGO,4465,0,1,0,9.95972154049
SANTIAGO,4467,0,0,0,28.5610115966
SANTIAGO,4396,3,0,1,90.1889822407
SANTIAGO,4426,0,0,0,89.6769449299
SANTIAGO,4399,0,0,0,141.504805809
SANTIAGO,4428,0,0,0,141.453508154
SANTIAGO,4401,0,0,0,119.099675545
SANTIAGO,4430,0,0,0,117.800459195
SANTIAGO,4403,0,0,0,97.3277997606
SANTIAGO,4432,0,0,0,106.412934892
SANTIAGO,4405,0,0,0,217.844844477
SANTIAGO,4434,0,0,0,100.882344853
SANTIAGO,4436,0,0,0,91.1929161724
SANTIAGO,4407,0,0,0,137.299097398
SANTIAGO,4438,0,0,0,133.538473528
SANTIAGO,4409,0,0,0,105.190488155
SANTIAGO,4440,0,0,0,104.730761638
SANTIAGO,4410,0,0,0,113.729137309
SANTIAGO,4442,0,0,0,113.175385181
SANTIAGO,4412,0,0,0,107.782310851
SANTIAGO,4445,0,0,0,104.611080382
SANTIAGO,4414,0,0,0,64.33225576
SANTIAGO,4447,0,0,0,63.591407808
SANTIAGO,4416,0,0,0,164.6815355
SANTIAGO,4449,0,0,0,169.373035362
SANTIAGO,4418,0,0,0,147.674879953
SANTIAGO,4451,0,0,0,147.882280282
SANTIAGO,4420,0,0,0,113.514445264
SANTIAGO,4453,0,0,0,206.426741746
SANTIAGO,4422,0,0,0,72.9611149131
SANTIAGO,4455,3,0,1,133.112274194
SANTIAGO,4459,3,0,1,154.28477448
SANTIAGO,4460,3,0,1,88.8328921036
SANTIAGO,4462,3,0,1,115.119506903
SANTIAGO,4464,3,0,1,36.7716717397
SANTIAGO,4466,3,0,1,136.339700745
SANTIAGO,4425,0,0,0,20.56012755
SANTIAGO,4395,0,0,0,20.3472947645
INDEPENDENCIA,4526,0,0,0,162.490971628
INDEPENDENCIA,4527,0,1,0,9.7734450316
INDEPENDENCIA,4528,0,0,0,358.905898024
INDEPENDENCIA,4529,0,1,0,16.072227347
INDEPENDENCIA,4530,0,0,0,273.529969055
INDEPENDENCIA,4531,0,1,0,13.358218708
INDEPENDENCIA,4532,0,0,0,407.11884586
INDEPENDENCIA,4542,0,0,0,17.9383699534
INDEPENDENCIA,4544,3,0,1,10.6939142922
INDEPENDENCIA,4545,0,0,0,9.12167411053
INDEPENDENCIA,4546,2,0,1,52.0323230967
INDEPENDENCIA,4547,0,0,0,17.4740416408
INDEPENDENCIA,4548,0,0,0,30.2462222011
INDEPENDENCIA,4549,2,0,1,69.6779193524
INDEPENDENCIA,4550,0,0,0,13.8074682881
INDEPENDENCIA,4551,2,0,1,65.2569143023
INDEPENDENCIA,4552,2,0,1,118.123545293
INDEPENDENCIA,4553,0,1,0,13.0614321344
INDEPENDENCIA,4554,2,0,1,64.7860303993
INDEPENDENCIA,4555,0,0,0,62.358212824
INDEPENDENCIA,4556,0,0,0,16.4127337852
INDEPENDENCIA,4557,0,0,0,161.529565254
INDEPENDENCIA,4558,0,1,0,6.21910737801
INDEPENDENCIA,4559,0,0,0,47.1629301653
INDEPENDENCIA,4560,0,0,0,16.4686181773
INDEPENDENCIA,4561,0,0,0,57.6077899825
INDEPENDENCIA,4562,0,0,0,6.88428687694
INDEPENDENCIA,4563,0,0,0,102.038604844
INDEPENDENCIA,4564,0,0,0,13.2615758433
INDEPENDENCIA,4565,3,0,1,211.780295886
INDEPENDENCIA,4566,0,0,0,382.978414617
ESTACIÓN CENTRAL,4569,2,0,1,111.613603529
ESTACIÓN CENTRAL,4572,2,0,1,56.0233201847
ESTACIÓN CENTRAL,4574,2,0,1,122.741261872
ESTACIÓN CENTRAL,4576,2,0,1,152.355997307
ESTACIÓN CENTRAL,4578,2,0,1,76.6508634649
ESTACIÓN CENTRAL,4580,2,0,1,133.425893936
ESTACIÓN CENTRAL,4585,1,0,1,112.066165307
ESTACIÓN CENTRAL,4587,1,0,1,92.1244641322
ESTACIÓN CENTRAL,4589,1,0,1,168.707741721
ESTACIÓN CENTRAL,4591,1,0,1,68.0066338696
ESTACIÓN CENTRAL,4592,1,0,1,109.46918192
ESTACIÓN CENTRAL,4594,1,0,1,258.092654167
ESTACIÓN CENTRAL,4596,4,0,1,26.2326691724
ESTACIÓN CENTRAL,4568,0,1,0,5.68898518191
ESTACIÓN CENTRAL,4570,0,1,0,8.57483483161
ESTACIÓN CENTRAL,4573,0,0,0,8.20482900251
ESTACIÓN CENTRAL,4575,0,1,0,8.20209999941
ESTACIÓN CENTRAL,4577,0,0,0,9.21297251118
ESTACIÓN CENTRAL,4579,0,1,0,7.03686376839
ESTACIÓN CENTRAL,4584,0,0,0,11.3104158337
ESTACIÓN CENTRAL,4581,0,0,0,15.4810299768
ESTACIÓN CENTRAL,4588,0,1,0,8.31210939929
ESTACIÓN CENTRAL,4586,0,1,0,10.440839313
ESTACIÓN CENTRAL,4590,0,1,0,6.35000000056
ESTACIÓN CENTRAL,4593,0,1,0,15.2475411034
ESTACIÓN CENTRAL,4595,0,1,0,13.6090660845
ESTACIÓN CENTRAL,4597,0,1,0,11.405777807
ESTACIÓN CENTRAL,4567,2,0,1,99.6601574667
ESTACIÓN CENTRAL,4571,2,0,1,45.8479265508
ESTACIÓN CENTRAL,4582,2,0,1,34.0164120691
ESTACIÓN CENTRAL,4583,2,0,1,83.0232627685
PUENTE ALTO,4598,0,0,0,199.194137559
PUENTE ALTO,4600,0,0,0,130.404837587
PUENTE ALTO,4599,0,1,0,7.04345971868
LA GRANJA,4601,2,0,1,60.5951767071
LA GRANJA,4602,0,1,0,4.04740557388
LA GRANJA,4603,2,0,1,90.8815623924
LA GRANJA,4604,0,1,0,8.99219333562
LA GRANJA,4605,2,0,1,41.5249028065
LA GRANJA,4606,0,1,0,8.46076260627
LA GRANJA,4607,0,0,0,417.291577459
LA GRANJA,4608,2,0,1,78.5916619362
LA GRANJA,4609,0,1,0,16.5990676837
LA GRANJA,4610,2,0,1,76.7184587753
MAIPÚ,2,0,0,0,7.85768167941
MAIPÚ,123,2,0,1,194.772166543
MAIPÚ,124,0,0,0,194.359129557
MAIPÚ,126,0,0,0,141.046835271
MAIPÚ,127,0,1,0,10.8421946306
MAIPÚ,170,0,0,0,20.6353594617
MAIPÚ,171,0,1,0,11.457791072
MAIPÚ,172,0,0,0,212.205265584
MAIPÚ,173,0,0,0,26.7547734709
MAIPÚ,175,0,0,0,357.07359868
MAIPÚ,176,0,1,0,10.5871559115
MAIPÚ,177,2,0,1,818.862761152
MAIPÚ,178,0,1,0,7.7536010963
MAIPÚ,179,2,0,1,273.600258345
MAIPÚ,180,0,0,0,290.504289366
MAIPÚ,181,0,0,0,16.5715252188
MAIPÚ,182,0,0,0,604.109899917
MAIPÚ,183,0,1,0,18.0616242852
MAIPÚ,184,0,0,0,503.551493752
MAIPÚ,185,0,1,0,17.319610977
MAIPÚ,186,0,0,0,85.7335487267
MAIPÚ,187,0,0,0,6.98137129635
MAIPÚ,188,0,0,0,20.1240553666
MAIPÚ,189,0,0,0,11.4480420386
MAIPÚ,190,0,0,0,26.7615845628
MAIPÚ,191,0,1,0,11.8300641476
MAIPÚ,192,0,0,0,967.047344129
MAIPÚ,193,0,0,0,13.0758790368
MAIPÚ,194,0,0,0,94.0320230635
MAIPÚ,196,0,0,0,5.64231059439
MAIPÚ,198,0,0,0,124.964328446
MAIPÚ,200,4,0,1,318.8896473
MAIPÚ,202,0,0,0,13.8547652251
MAIPÚ,204,4,0,1,123.924388367
MAIPÚ,206,0,1,0,8.24270853548
CERRILLOS,209,1,0,1,242.008304676
CERRILLOS,210,0,0,0,4.84883045706
CERRILLOS,211,1,0,1,171.171189653
CERRILLOS,212,0,0,0,11.8474696295
CERRILLOS,213,0,0,0,12.5582515496
CERRILLOS,214,4,0,1,513.270174773
CERRILLOS,215,0,0,0,9.23095744811
CERRILLOS,216,4,0,1,31.9402947889
CERRILLOS,217,0,0,0,9.72948758226
CERRILLOS,218,4,0,1,427.397849577
CERRILLOS,219,0,0,0,19.2964560629
CERRILLOS,220,1,0,1,492.96357003
CERRILLOS,221,0,0,0,14.4038927111
CERRILLOS,222,1,0,1,174.787272106
CERRILLOS,223,0,0,0,21.258782897
CERRILLOS,224,1,0,1,273.772410627
CERRILLOS,225,0,0,0,9.84666153075
CERRILLOS,226,1,0,1,907.13318742
CERRILLOS,227,0,0,0,9.14469539414
CERRILLOS,228,1,0,1,57.9797677956
CERRILLOS,229,0,0,0,9.71377019378
CERRILLOS,230,4,0,1,140.151248245
CERRILLOS,231,0,0,0,10.8622332641
CERRILLOS,232,1,0,1,217.935880863
CERRILLOS,233,0,0,0,35.8401442186
CERRILLOS,234,0,0,0,15.0867023388
CERRILLOS,235,4,0,1,43.794585679
CERRILLOS,236,0,0,0,14.6256918642
CERRILLOS,237,1,0,1,165.483182106
CERRILLOS,238,0,0,0,7.34879236683
CERRILLOS,239,4,0,1,33.1838568255
CERRILLOS,240,0,0,0,8.27105674026
CERRILLOS,241,4,0,1,44.9249950979
CERRILLOS,242,3,0,1,175.78478918
CERRILLOS,243,0,0,0,10.6471762704
CERRILLOS,244,2,0,1,110.373108482
CERRILLOS,245,0,0,0,20.5052799998
CERRILLOS,246,0,0,0,21.7417999344
CERRILLOS,247,0,0,0,129.606586028
CERRILLOS,248,4,0,1,119.35519815
CERRILLOS,249,0,0,0,5.47692401335
CERRILLOS,250,3,0,1,148.186880376
CERRILLOS,251,0,0,0,7.83318130004
CERRILLOS,252,2,0,1,112.984879875
CERRILLOS,253,0,0,0,6.65801714919
CERRILLOS,254,3,0,1,194.397111753
CERRILLOS,255,0,0,0,15.1547042763
CERRILLOS,256,3,0,1,350.90597175
CERRILLOS,257,0,0,0,19.4280179495
CERRILLOS,258,0,0,0,13.6123359148
CERRILLOS,259,3,0,1,171.126228648
LO ESPEJO,507,1,0,1,92.2898383519
LO ESPEJO,541,0,1,0,6.09585807755
LO ESPEJO,547,4,0,1,41.1171005854
LO ESPEJO,548,0,1,0,7.63541192021
LO ESPEJO,549,4,0,1,41.4993042987
LO ESPEJO,550,0,1,0,6.99623428973
LO ESPEJO,551,4,0,1,41.9764852183
LO ESPEJO,552,0,1,0,7.4394737411
LO ESPEJO,553,4,0,1,42.6771970322
LO ESPEJO,554,0,1,0,6.93759647165
LO ESPEJO,555,4,0,1,39.6193768453
LO ESPEJO,556,0,1,0,7.84474341781
LO ESPEJO,557,4,0,1,42.7748917123
LO ESPEJO,559,4,0,1,254.888181518
LO ESPEJO,561,4,0,1,50.5408640365
LO ESPEJO,562,0,1,0,6.5840197888
LO ESPEJO,563,4,0,1,42.1266786781
LO ESPEJO,564,0,1,0,6.48436726968
LO ESPEJO,565,4,0,1,43.2379356258
LO ESPEJO,567,4,0,1,43.3185048002
LO ESPEJO,568,0,1,0,6.74370427153
LO ESPEJO,569,4,0,1,41.7027557883
LO ESPEJO,571,4,0,1,41.7159098877
LO ESPEJO,573,4,0,1,42.8748290396
LO ESPEJO,575,4,0,1,44.349765304
LO ESPEJO,577,4,0,1,41.1356530418
LO ESPEJO,579,4,0,1,41.7092260701
LO ESPEJO,580,0,1,0,6.20169575632
LO ESPEJO,581,4,0,1,42.9089022033
LO ESPEJO,582,0,1,0,7.096937369
LO ESPEJO,583,4,0,1,42.3464092891
LO ESPEJO,584,0,1,0,6.07105344832
LO ESPEJO,585,4,0,1,43.5920471655
LO ESPEJO,587,4,0,1,103.311936394
LO ESPEJO,588,0,1,0,5.40322790654
LO ESPEJO,589,4,0,1,35.1136430474
LO ESPEJO,508,0,1,0,5.9189401462
LO ESPEJO,509,1,0,1,206.945478408
LO ESPEJO,511,1,0,1,78.7459575178
LO ESPEJO,513,1,0,1,54.8852475679
LO ESPEJO,514,0,1,0,10.2686102877
LO ESPEJO,515,1,0,1,112.96994786
LO ESPEJO,518,0,1,0,8.11638563745
LO ESPEJO,519,1,0,1,129.542878104
LO ESPEJO,520,0,1,0,12.6372331323
LO ESPEJO,521,1,0,1,42.0839070267
LO ESPEJO,522,0,1,0,9.68200298811
LO ESPEJO,523,1,0,1,37.0542555388
LO ESPEJO,524,0,1,0,9.97577781659
LO ESPEJO,525,1,0,1,38.5598898508
LO ESPEJO,526,0,1,0,7.52612945189
LO ESPEJO,527,1,0,1,26.7501863797
LO ESPEJO,545,4,0,1,41.6887328311
LO ESPEJO,544,0,1,0,7.88097115332
LO ESPEJO,543,4,0,1,48.993643856
LO ESPEJO,542,2,0,1,45.7553308697
LO ESPEJO,540,4,0,1,44.6209605147
LO ESPEJO,539,0,1,0,5.03200211203
LO ESPEJO,538,4,0,1,44.3000588634
LO ESPEJO,537,0,1,0,6.89967257796
LO ESPEJO,536,2,0,1,41.8690470711
LO ESPEJO,535,0,1,0,6.51216497582
LO ESPEJO,534,2,0,1,25.812144751
LO ESPEJO,533,0,1,0,6.09869748743
LO ESPEJO,532,2,0,1,42.6083992863
LO ESPEJO,531,0,1,0,6.78990106263
LO ESPEJO,530,2,0,1,46.9413167134
LO ESPEJO,529,0,1,0,5.41299585854
LO ESPEJO,528,2,0,1,52.7740128795
LAS CONDES,722,0,0,0,10.2915933244
LAS CONDES,758,0,0,0,10.9552252634
LAS CONDES,759,3,0,1,197.932824582
LAS CONDES,760,0,0,0,17.8991887773
LAS CONDES,761,3,0,1,207.467237184
LAS CONDES,775,0,0,0,96.8957116333
LAS CONDES,776,0,0,0,19.1384837693
LAS CONDES,777,0,0,0,96.9507111305
LAS CONDES,778,0,0,0,18.6079769953
LAS CONDES,779,0,0,0,107.313318478
LAS CONDES,780,0,0,0,15.6131556642
LAS CONDES,781,0,0,0,138.765826984
LAS CONDES,782,0,0,0,19.3027957323
LAS CONDES,774,0,0,0,300.905185805
LAS CONDES,772,0,0,0,183.520629731
LAS CONDES,771,0,0,0,18.2642483298
LAS CONDES,770,0,0,0,20.0499329587
LAS CONDES,769,0,0,0,8.94553866253
LAS CONDES,783,0,0,0,87.6905630048
LAS CONDES,784,0,0,0,14.9216042162
LAS CONDES,785,0,0,0,81.4532378486
LAS CONDES,786,0,0,0,19.6773846567
LAS CONDES,787,0,0,0,82.1418710534
LAS CONDES,788,0,0,0,15.3000499541
LAS CONDES,853,0,0,0,105.149373488
LAS CONDES,854,0,0,0,8.75830024197
LAS CONDES,855,0,0,0,121.635175893
LAS CONDES,856,0,0,0,7.31029610991
LAS CONDES,857,0,0,0,32.6171496614
LAS CONDES,858,0,0,0,8.61660589573
LAS CONDES,862,0,0,0,6.30226054791
LAS CONDES,863,0,0,0,281.138442176
LAS CONDES,864,0,1,0,9.58372418405
LAS CONDES,867,0,0,0,11.722700722
LAS CONDES,868,0,0,0,27.7410648506
LAS CONDES,870,0,0,0,59.3772009292
LAS CONDES,871,0,0,0,13.7201253122
LAS CONDES,872,0,0,0,302.109959789
LAS CONDES,873,0,0,0,14.1029524177
LAS CONDES,874,0,0,0,6.85311509046
LAS CONDES,875,0,0,0,8.33380669406
LAS CONDES,879,0,0,0,8.46686525792
LAS CONDES,900,0,0,0,16.9510460624
LAS CONDES,899,0,0,0,87.3502399863
LAS CONDES,898,2,0,1,320.787325
LAS CONDES,897,0,0,0,13.4293821379
LAS CONDES,896,0,0,0,298.310500927
LAS CONDES,895,0,0,0,17.2309031404
LAS CONDES,894,0,0,0,35.7298972888
LAS CONDES,893,0,0,0,14.6897412493
LAS CONDES,892,0,0,0,95.9128868554
LAS CONDES,891,0,0,0,9.35952169613
LAS CONDES,890,0,0,0,20.6899803794
LAS CONDES,889,0,0,0,16.5351646331
LAS CONDES,888,0,0,0,9.15468817657
LAS CONDES,883,0,0,0,8.83716861131
LAS CONDES,884,0,0,0,4.38359596631
LAS CONDES,885,0,0,0,6.01843574382
LAS CONDES,886,0,0,0,41.9946566058
LAS CONDES,887,0,0,0,6.73896816131
LAS CONDES,852,0,0,0,11.7790844441
VITACURA,979,0,0,0,356.922684216
VITACURA,980,0,0,0,1836.33575405
LAS CONDES,981,0,0,0,794.517885997
PROVIDENCIA,982,0,0,0,17.3431610582
PROVIDENCIA,983,0,0,0,30.6475677503
PROVIDENCIA,984,0,0,0,18.0117136184
PROVIDENCIA,985,0,0,0,218.044888396
PROVIDENCIA,986,0,0,0,13.4537819589
PROVIDENCIA,987,0,0,0,89.1645336755
PROVIDENCIA,988,0,0,0,12.2005726377
PROVIDENCIA,989,0,0,0,213.672349454
PROVIDENCIA,990,0,0,0,10.0319609129
PROVIDENCIA,991,0,0,0,321.543924788
PROVIDENCIA,992,0,0,0,11.8303407797
PROVIDENCIA,993,0,0,0,344.637100318
PROVIDENCIA,994,0,0,0,14.483521336
PROVIDENCIA,995,0,0,0,431.846812145
PROVIDENCIA,996,0,0,0,446.493900355
PROVIDENCIA,997,0,0,0,12.1033221026
PROVIDENCIA,998,0,0,0,33.9267348092
PROVIDENCIA,1001,0,1,0,25.8844633251
PROVIDENCIA,1002,0,0,0,50.706925579200004
PROVIDENCIA,1003,0,0,0,972.564352319
PROVIDENCIA,1004,0,1,0,24.4326791797
SANTIAGO,1015,2,0,1,268.66136335
SANTIAGO,1016,0,1,0,16.4297429647
SANTIAGO,1017,2,0,1,108.224587623
SANTIAGO,1018,0,0,0,29.0816682928
SANTIAGO,1019,4,0,1,813.990173414
SANTIAGO,1020,0,0,0,386.625980717
SANTIAGO,1021,0,0,0,119.88344202
SANTIAGO,1022,0,0,0,101.529649257
SANTIAGO,1023,0,0,0,392.600535254
QUINTA NORMAL,1026,0,0,0,236.302377583
QUINTA NORMAL,1027,0,0,0,128.673922772
QUINTA NORMAL,1028,0,0,0,822.845828985
QUINTA NORMAL,1029,0,0,0,536.647504653
QUINTA NORMAL,1024,0,0,0,401.36879526
SANTIAGO,1008,0,1,0,28.3236015129
SANTIAGO,1009,0,0,0,230.507227669
SANTIAGO,1010,0,0,0,12.8505122734
SANTIAGO,1011,0,0,0,237.167521621
SANTIAGO,1012,0,0,0,18.7795903875
SANTIAGO,1013,2,0,1,48.5664883769
SANTIAGO,1014,0,0,0,17.652636912
SANTIAGO,1005,0,0,0,306.492154138
SANTIAGO,1006,0,0,0,24.4666731636
SANTIAGO,1007,0,0,0,345.849429592
QUINTA NORMAL,1025,0,0,0,97.8390609778
PUENTE ALTO,1229,2,0,1,466.095966433
PUENTE ALTO,1230,0,0,0,15.8391173895
PUENTE ALTO,1231,0,0,0,106.233036357
PUENTE ALTO,1232,3,0,1,219.056981544
PUENTE ALTO,1233,0,1,0,11.4409510038
PUENTE ALTO,1234,2,0,1,460.607008932
PUENTE ALTO,1235,0,1,0,16.4158471587
PUENTE ALTO,1236,2,0,1,989.132950786
PUENTE ALTO,1237,0,0,0,13.3417675949
PUENTE ALTO,1238,2,0,1,1233.70591957
PUENTE ALTO,1239,0,1,0,23.0903548342
PUENTE ALTO,1240,2,0,1,337.186658007
PUENTE ALTO,1241,0,1,0,19.6819509373
PUENTE ALTO,1242,2,0,1,43.7446091243
PUENTE ALTO,1243,0,1,0,18.9809456986
PUENTE ALTO,1244,2,0,1,2008.17207503
PUENTE ALTO,1248,2,0,1,35.7294029807
PUENTE ALTO,1249,0,1,0,3.76835261228
PUENTE ALTO,1250,2,0,1,30.1980954445
PUENTE ALTO,1251,0,1,0,12.5665899847
PUENTE ALTO,1252,2,0,1,34.7536462643
PUENTE ALTO,1253,0,0,0,4.44906594809
PUENTE ALTO,1254,2,0,1,26.3881349044
PUENTE ALTO,1255,0,1,0,7.68946724374
PUENTE ALTO,1256,0,0,0,55.5297716188
PUENTE ALTO,1257,0,0,0,4.87379994813
PUENTE ALTO,1258,0,0,0,34.0675266335
PUENTE ALTO,1259,0,0,0,4.81315003924
PUENTE ALTO,1260,0,0,0,36.2502042286
PUENTE ALTO,1261,0,0,0,9.16360225265
PUENTE ALTO,1262,0,0,0,79.304386616
PUENTE ALTO,1263,0,0,0,5.65154246621
PUENTE ALTO,1264,2,0,1,34.1110200546
PUENTE ALTO,1265,0,0,0,35.6796325955
PUENTE ALTO,1266,0,1,0,11.9999612858
PUENTE ALTO,1267,2,0,1,498.305006966
PUENTE ALTO,1268,0,1,0,13.1022881077
PUENTE ALTO,1269,2,0,1,201.67021539
PUENTE ALTO,1245,0,0,0,25.0208544857
PUENTE ALTO,1246,2,0,1,397.386010127
PUENTE ALTO,1247,0,1,0,4.36573040051
PUENTE ALTO,1270,2,0,1,484.095466913
PUENTE ALTO,1271,0,1,0,15.8267308707
PUENTE ALTO,1272,2,0,1,513.314812765
PUENTE ALTO,1273,0,0,0,26.2328316406
PUENTE ALTO,1274,2,0,1,722.284304111
PUENTE ALTO,1275,0,1,0,11.9999836265
PUENTE ALTO,1276,2,0,1,978.849541937
PUENTE ALTO,1277,0,1,0,17.7425801197
PUENTE ALTO,1278,2,0,1,739.03652978
PUENTE ALTO,1279,0,1,0,9.17505838867
PUENTE ALTO,1280,0,0,0,89.5701110505
PUENTE ALTO,1281,0,1,0,4.74762543141
PUENTE ALTO,1282,0,0,0,98.368135105
PUENTE ALTO,1283,0,1,0,6.80243260958
PUENTE ALTO,1284,0,0,0,35.1448666645
PUENTE ALTO,1285,0,1,0,6.29223704064
PUENTE ALTO,1286,0,0,0,33.7061895422
PUENTE ALTO,1287,0,1,0,7.92743809302
PUENTE ALTO,1288,0,0,0,75.1651475295
PUENTE ALTO,1289,0,1,0,5.95493567387
PUENTE ALTO,1290,0,0,0,33.9671540696
PUENTE ALTO,1291,0,1,0,7.59072554174
PUENTE ALTO,1292,0,0,0,34.5098224406
PUENTE ALTO,1293,0,1,0,8.30226429962
PUENTE ALTO,1294,0,0,0,32.9951922242
PUENTE ALTO,1295,0,1,0,6.88841479706
PUENTE ALTO,1296,0,0,0,37.7365936934
PUENTE ALTO,1297,0,1,0,8.30620797521
PUENTE ALTO,1298,2,0,1,52.2316680238
PUENTE ALTO,1299,0,1,0,8.44251491521
PUENTE ALTO,1300,4,0,1,107.010589082
PUENTE ALTO,1301,0,1,0,7.76141119205
PUENTE ALTO,1302,4,0,1,41.7484092185
PUENTE ALTO,1303,2,0,1,34.7609787774
PUENTE ALTO,1305,0,1,0,3.62205769882
PUENTE ALTO,1306,2,0,1,32.6688432944
PUENTE ALTO,1307,0,1,0,6.28014893915
PUENTE ALTO,1308,2,0,1,30.8110025127
PUENTE ALTO,1309,0,1,0,6.28906211904
PUENTE ALTO,1310,2,0,1,31.2626100078
PUENTE ALTO,1311,0,1,0,7.69803976193
PUENTE ALTO,1312,2,0,1,20.2717055486
PUENTE ALTO,1313,0,1,0,21.5054884448
PUENTE ALTO,1314,2,0,1,42.7507749789
PUENTE ALTO,1315,0,1,0,8.84886363355
PUENTE ALTO,1316,2,0,1,10.2897116701
PUENTE ALTO,1317,0,1,0,6.45125947991
PUENTE ALTO,1318,2,0,1,223.06607909
PUENTE ALTO,1319,0,0,0,4.85709981141
PUENTE ALTO,1320,2,0,1,63.500290738
PUENTE ALTO,1321,0,1,0,5.44808809384
PUENTE ALTO,1322,2,0,1,36.272669743
PUENTE ALTO,1324,2,0,1,35.842357436
PUENTE ALTO,1326,2,0,1,34.5180990558
PUENTE ALTO,1327,0,1,0,4.69213974572
PUENTE ALTO,1328,2,0,1,38.642360219
PUENTE ALTO,1329,0,1,0,12.9302027558
PUENTE ALTO,1330,2,0,1,358.689462214
PUENTE ALTO,1331,0,1,0,9.27093437089
PUENTE ALTO,1332,2,0,1,178.604612467
PUENTE ALTO,1333,0,0,0,45.0927747924
PUENTE ALTO,1334,2,0,1,945.922330735
PUENTE ALTO,1335,0,1,0,12.2680658514
PUENTE ALTO,1337,0,1,0,8.56115293556
PUENTE ALTO,1338,2,0,1,32.3408594209
PUENTE ALTO,1339,0,1,0,5.78359384787
PUENTE ALTO,1340,2,0,1,26.7977213067
PUENTE ALTO,1341,0,0,0,6.14762146515
PUENTE ALTO,1342,2,0,1,25.3397436585
PUENTE ALTO,1343,0,0,0,6.25468304926
